Ek_Özellikler,Güç_W,Çıkarılabilir_Hazne,Zamanlayıcı,Kapasite,Hazne_Sayısı,Türü,Kontrol_Paneli,price,marka,Renk,Materyal,Yağ
Zamanlayıcı,2225,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,14.999,Philips,,Plastik,
Zamanlayıcı,1450,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,2.499,Xiaomi,Beyaz,Plastik,
Zamanlayıcı,1500,Var,Var,,Tek,Yağsız_Airfryer,Mekanik,2.550,Cvs,Siyah,Plastik,
,1150,Var,,"4 - 4,9 lt",,,,494,Hacarlıoğlu,,,
LED Ekran,1400,Var,,"3 - 3,9 lt",,,,15.660,De'longhi,,,
Zamanlayıcı,2200,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,17.999,Philips,,,
LED Ekran,2000,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,3.249,Goldmaster,Gri,Plastik,
LED Ekran,2000,Yok,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,19.900,Liven,Siyah,,
LED Ekran,1800,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,6.750,Gourmet,,Plastik,
LED Ekran,2225,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,12.999,Philips,,Metal,
LED Ekran,2225,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,11.999,Philips,,Plastik,
Isı Ayarı,1200,Yok,Yok,"3 - 3,9 lt",Tek,Yağlı,Mekanik,2.435,Işıkgaz,Gri,Metal,
Isı Ayarı,3000,Yok,,6 lt ve Üzeri,Tek,Yağlı,,2.799,Remta,Gümüş,Metal,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,7.748,Wiami,,Metal,
LED Ekran,1700,Var,Var,6 lt ve Üzeri,,Yağsız_Airfryer,,10.990,Kenwood,,Metal,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,5.598,Arzum,,Plastik,
,1500,Var,,,,,,1.599,Uniwho,,,
Isı Ayarı,2250,Var,,,,,,12.755,Trident,,,
LED Ekran,1300,Var,Var,"4 - 4,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,2.668,Fakir,Gri,Plastik,
Isı Ayarı,1700,Var,,"5 - 5,9 lt",,,,4.599,Instant,,,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,8.505,Tefal,,Plastik,
,1030,Yok,,,,,,546,EC,,,
,1030,Yok,,,,,,439,Essan,,,
LED Ekran,1550,Var,Var,"4 - 4,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,6.799,Philips,,Plastik,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,8.505,Tefal,,Plastik,
,1500,Var,,"3 - 3,9 lt",,,,4.499,Tristar,,,
,1030,Yok,,,,,,603,EC,,,
Otomatik Kapanma,1350,Var,Var,"5 - 5,9 lt",Tek,Yağsız_Airfryer,Mekanik,3.999,Miinto,,Plastik,
LED Ekran,1500,Var,Var,"4 - 4,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,3.949,Goldmaster,,Plastik,
,2400,Var,,"5 - 5,9 lt",,,,4.999,N8WERK,,,
Isı Ayarı,2000,Var,,"4 - 4,9 lt",,,,8.900,Princess,,,
Isı Ayarı,2000,Var,,"3 - 3,9 lt",,,,8.690,Princess,Gümüş,,
Isı Ayarı,2500,Yok,,"5 - 5,9 lt",Tek,Yağlı,Mekanik,3.000,Inox,Gri,Metal,
LED Ekran,1600,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,4.149,Kiwi,,Metal,
Zamanlayıcı,1600,Var,Var,"4 - 4,9 lt",,Yağsız_Airfryer,,6.199,Xiaomi,,,
Isı Ayarı,1800,Var,Var,,Tek,Yağlı,Mekanik,2.600,King,,Plastik,
Zamanlayıcı,1550,Var,Var,"4 - 4,9 lt",,Yağsız_Airfryer,Dokunmatik,6.899,Karaca,,,
Otomatik Kapanma,1650,Var,Var,"5 - 5,9 lt",,Yağsız_Airfryer,Dokunmatik,9.899,Russell,,,
Isı Ayarı,1500,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,2.647,Fast,Bakır,Plastik,
Isı Ayarı,1300,Var,Var,,Tek,Yağsız_Airfryer,Mekanik,2.299,Karaca,Siyah,Plastik,
Çıkarılabilir Üst Kapak,225,Yok,,,,,,1.069,Shopfocus,,,"Kapasitesi 2,2 lt"
,1700,Var,,,,,,2.775,Lorenzo,,,
,1700,Var,,"5 - 5,9 lt",,,,2.299,Dalle,,,
Zamanlayıcı,1400,Var,Var,"3 - 3,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,2.400,Kahramanlar,,Plastik,
,2400,Var,,6 lt ve Üzeri,,,,6.999,N8WERK,,,
,1700,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,,3.599,Wiami,,Metal,
LED Ekran,1800,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,2.720,Trident,,Metal,
,1030,Yok,,,,,,546,EC,,,
Zamanlayıcı,1550,Var,Var,"4 - 4,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,9.999,Tefal,,Plastik,
,1400,Yok,,,,,,7.319,Fantom,,,
LED Ekran,1700,Var,Var,"5 - 5,9 lt",Tek,Yağsız_Airfryer,Mekanik,2.299,Dalle,,Metal,
Isı Ayarı,1600,Yok,,"2 - 2,9 lt",Tek,Yağlı,Mekanik,4.684,Awox,,Metal,
,2400,Var,,6 lt ve Üzeri,,Yağsız_Airfryer,,8.599,Arçelik,Siyah,,
Zamanlayıcı,1000,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,2.798,Hava,,Metal,
Otomatik Kapanma,1400,Var,Var,,Tek,Yağsız_Airfryer,Mekanik,2.868,Beautiful,,Plastik,
Otomatik Kapanma,1300,Var,,6 lt ve Üzeri,,,,4.242,Çok,,,
LED Ekran,1300,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,5.381,Görsel,,Plastik,
LED Ekran,1800,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,4.311,Tcherchi,,Metal,
,1050,Yok,,"1 - 1,9 lt",,,,4.385,Chuangli,,,
Zamanlayıcı,1000,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,2.796,China,,Plastik,
,1550,Var,,"4 - 4,9 lt",,,,6.499,Karaca,,Plastik,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,4.153,Fantom,,Metal,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,5.097,Wiami,,Metal,
Isı Ayarı,1750,Var,,,,,,4.999,Arzum,,,
,3000,Var,,,,,,14.990,Lincat,,,
Isı Ayarı,1700,Var,Var,6 lt ve Üzeri,Çift,Yağsız_Airfryer,Dokunmatik,4.999,Dynamic,,Metal,
LED Ekran,1800,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,4.729,Relux,,Metal,
Isı Ayarı,1700,Var,Var,"5 - 5,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,3.979,Blaupunkt,,,
LED Ekran,1700,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,5.749,Smartmi,,Plastik,
Çıkarılabilir Üst Kapak,225,Var,,"5 - 5,9 lt",,,,2.278,Weichuang,,,
,2300,Var,,"3 - 3,9 lt",Tek,,,10.982,Moulinex,,,
,1000,Var,,"2 - 2,9 lt",Tek,,,6.890,Tristar,,,
Isı Ayarı,1000,Var,Var,"5 - 5,9 lt",Tek,Yağlı,Dokunmatik,2.999,Homend,,Metal,
Isı Ayarı,1400,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,4.650,Lura,,Plastik,
Zamanlayıcı,2225,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,9.999,Philips,,Plastik,
Zamanlayıcı,2225,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Mekanik,13.999,Philips,,Plastik,
LED Ekran,1500,Var,Var,"4 - 4,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,3.899,Kumtel,,Metal,
Zamanlayıcı,2225,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,9.999,Philips,,Plastik,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,5.598,Karaca,,Plastik,
Isı Ayarı,5000,Var,Yok,6 lt ve Üzeri,Çift,Yağlı,Mekanik,5.298,Drn,Gri,Metal,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,5.018,Tefal,,Plastik,
LED Ekran,1800,Var,,,,,,7.350,Leggno,,,
LED Ekran,2000,Var,,,,,,3.839,King,,,
LED Ekran,1700,Var,,,,,,8.599,Princess,,,
Isı Ayarı,1350,Var,Var,"2 - 2,9 lt",Tek,Yağsız_Airfryer,Mekanik,2.447,Aeg,,Metal,
,1500,Var,,"2 - 2,9 lt",,,,1.650,Evefix,,,
LED Ekran,2225,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,9.999,Philips,,Plastik,
LED Ekran,2700,Var,,,,,,5.089,Kaisareia,,Metal,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,5.535,Luxell,,Plastik,
Isı Ayarı,1800,Var,Var,"2 - 2,9 lt",Tek,Yağlı,Mekanik,6.148,Awox,Siyah - Gri,Metal,
LED Ekran,1500,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,4.501,Robogil,Siyah,Metal,
Zamanlayıcı,2000,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,10.999,Philips,,Plastik,
Çıkarılabilir Üst Kapak,225,Var,,"5 - 5,9 lt",,,,2.278,Cwecom15,,,
LED Ekran,2225,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,22.999,Philips,,Metal,
,2400,Yok,,,,,,1.699,Fabcio,,,
Zamanlayıcı,1450,Var,Var,,Tek,Yağsız_Airfryer,Mekanik,1.899,Homend,Siyah - Gold,Plastik,
Zamanlayıcı,1500,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,6.599,Xiaomi,,Metal,
Isı Ayarı,2700,Var,Yok,"4 - 4,9 lt",Tek,Yağlı,Mekanik,2.541,Remta,Gri,Metal,
LED Ekran,1500,Var,Var,"3 - 3,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,3.600,Vestel,Gri,Plastik,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,4.350,Xiaomi,,Metal,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,7.499,Karaca,,Plastik,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,7.748,Neutron,,Metal,
Isı Ayarı,1000,Var,Var,6 lt ve Üzeri,Tek,Yağlı,Dokunmatik,4.157,Robwell,,Metal,
Zamanlayıcı,1700,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,3.499,Goldmaster,Siyah,Plastik,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,5.397,Wiami,,Metal,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,4.498,Blaupunkt,,Metal,
LED Ekran,1500,Var,Var,"5 - 5,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,1.535,Ördekçioğlu,,Plastik,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,16.098,Philips,,Plastik,
Otomatik Kapanma,2000,Var,,"5 - 5,9 lt",Tek,Yağsız_Airfryer,Mekanik,3.399,Sem,,,
LED Ekran,1800,Yok,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,4.389,Onvo,,Metal,
,2200,Var,Yok,"3 - 3,9 lt",Tek,Yağlı,Mekanik,13.890,Tefal,Gri,Metal,
,1200,Var,,"1 - 1,9 lt",Tek,Yağlı,Mekanik,5.890,Blue,Beyaz,Metal,
,1000,Var,,"5 - 5,9 lt",,,,4.499,Cosori,,,
Isı Ayarı,1700,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,11.299,Tefal,,Plastik,
LED Ekran,2225,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Mekanik,13.489,Philips,,Plastik,
LED Ekran,1750,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,4.999,Beko,,Metal,
,1300,Var,Var,"3 - 3,9 lt",Tek,,Mekanik,2.999,Karaca,,,
Zamanlayıcı,1400,Var,Var,"4 - 4,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,5.999,Philips,,Plastik,
Çıkarılabilir Üst Kapak,1500,Var,Var,"3 - 3,9 lt",Tek,Yağsız_Airfryer,Mekanik,2.600,Schafer,,Plastik,
LED Ekran,1500,Var,Var,"4 - 4,9 lt",,Yağsız_Airfryer,,2.248,Blaupunkt,,,
LED Ekran,1500,Var,Var,"3 - 3,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,1.349,WIAMI,,Plastik,
Isı Ayarı,2400,Var,Var,6 lt ve Üzeri,Çift,Yağsız_Airfryer,Dokunmatik,3.599,Schafer,,Plastik,
Isı Ayarı,1000,Var,Var,6 lt ve Üzeri,Tek,Yağlı,Dokunmatik,4.157,Robwell,,Metal,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,7.748,Neutron,,Metal,
Zamanlayıcı,1700,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,3.499,Goldmaster,Siyah,Plastik,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,5.397,Wiami,,Metal,
LED Ekran,1600,Var,Var,"0,9 lt ve Altı",Tek,,,2.299,Robo,,,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,4.498,Blaupunkt,,Metal,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,4.798,Onvo,,Metal,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,5.389,Farg,,Metal,
LED Ekran,1500,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,3.355,Goldmaster,Beyaz,Plastik,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,8.248,Tigre,,Metal,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,4.598,Karaca,,Metal,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,4.797,Karaca,,Plastik,
Isı Ayarı,1550,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Mekanik,6.859,Wiami,,Metal,
Isı Ayarı,2000,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,4.750,KİNG,,Metal,
,1700,Var,,"5 - 5,9 lt",,,,4.199,Cosori,,,
Isı Ayarı,1800,Var,,,,,,7.999,Masterpro,,,
LED Ekran,1500,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,4.399,Trident,,Metal,
LED Ekran,1500,Var,,"3 - 3,9 lt",,,,8.299,Yasomi,,,
LED Ekran,1800,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,3.099,Onvo,Siyah,Plastik,
,1500,Var,Var,"4 - 4,9 lt",Tek,Yağsız_Airfryer,Mekanik,2.849,Blaupunkt,,,
Isı Ayarı,1500,Var,Var,"3 - 3,9 lt",Tek,Yağsız_Airfryer,Mekanik,2.899,Schafer,Beyaz,Plastik,
,1500,Var,Var,"5 - 5,9 lt",,,Dokunmatik,1.949,Simfer,,,
,1800,Var,Var,6 lt ve Üzeri,,,Dokunmatik,4.149,Simfer,,,
LED Ekran,1700,Var,,,,,,4.799,Pierre,,,
LED Ekran,2400,Var,,,,,,13.499,N8WERK,,,
,,Var,,"1 - 1,9 lt",Tek,Yağlı,Mekanik,9.890,Tefal,Gri,Metal,
LED Ekran,2000,Yok,,6 lt ve Üzeri,Tek,,Dokunmatik,14.490,Tower,,,
Isı Ayarı,1800,Var,,6 lt ve Üzeri,,,,14.199,Girmi,,,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,4.198,Neutron,,Metal,
LED Ekran,1700,Var,,"4 - 4,9 lt",,,,13.499,Runnatal,,,
LED Ekran,1500,Var,Var,"4 - 4,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,8.784,Cosori,,,
,1230,Var,,,,,,4.993,Haitn,,,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,5.397,Wiami,,Metal,
Çıkarılabilir Üst Kapak,3000,Var,Yok,6 lt ve Üzeri,Tek,Yağlı,Mekanik,2.315,Festiva,,Metal,
Zamanlayıcı,1400,Var,Var,"4 - 4,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,4.999,Philips,,Plastik,
Zamanlayıcı,2000,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,12.999,Philips,,Plastik,
Isı Ayarı,1500,Var,Var,"3 - 3,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,4.399,Electrolux,Siyah,,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,4.797,Wimi,,Plastik,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,4.797,Karaca,,Plastik,
,1000,Var,,6 lt ve Üzeri,,,,5.499,Mutolg,,,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,4.198,Neutron,,Metal,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,5.007,Arzum,,Plastik,
Isı Ayarı,1600,Var,Var,"2 - 2,9 lt",Çift,Yağlı,Mekanik,1.400,Fasel,,Metal,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,5.397,Wiami,,Metal,
Çıkarılabilir Üst Kapak,3000,Var,Yok,6 lt ve Üzeri,Tek,Yağlı,Mekanik,2.315,Festiva,,Metal,
Isı Ayarı,1400,Var,Var,"4 - 4,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,2.299,Miline,,Metal,
Isı Ayarı,1550,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Mekanik,6.859,Wiami,,Metal,
,1300,Var,Var,"3 - 3,9 lt",Tek,,Mekanik,2.999,Karaca,,,
LED Ekran,1700,Var,,,,,,4.799,Pierre,,,
LED Ekran,1500,Var,,"3 - 3,9 lt",,,,8.299,Yasomi,,,
Isı Ayarı,1500,Var,Var,"3 - 3,9 lt",Tek,Yağsız_Airfryer,Mekanik,2.899,Schafer,Beyaz,Plastik,
,1800,Var,Var,6 lt ve Üzeri,,,Dokunmatik,4.149,Simfer,,,
,1500,Var,Var,"5 - 5,9 lt",,,Dokunmatik,1.949,Simfer,,,
Isı Ayarı,1400,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,7.900,Jumbo,,Metal,
LED Ekran,1800,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,3.099,Onvo,Siyah,Plastik,
,1500,Var,Var,"4 - 4,9 lt",Tek,Yağsız_Airfryer,Mekanik,2.849,Blaupunkt,,,
Isı Ayarı,1400,Var,,"4 - 4,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,5.999,Philips,,,
LED Ekran,2500,Var,Var,6 lt ve Üzeri,Çift,Yağsız_Airfryer,Dokunmatik,14.499,Philips,,Metal,
,1400,Var,,6 lt ve Üzeri,,,,4.554,Horizon,,,
LED Ekran,1350,Var,,"4 - 4,9 lt",Tek,,,10.990,RUSSELL,,,
,1600,Var,,"2 - 2,9 lt",Tek,,,6.999,Brandt,,,
Çıkarılabilir Üst Kapak,1000,Var,Yok,,Tek,Yağlı,Mekanik,7.330,Moulinex,,,
LED Ekran,2100,Var,,6 lt ve Üzeri,Çift,,,15.455,Masterpro,,,
,1800,Var,,"2 - 2,9 lt",Tek,,,12.200,Tefal,,,
LED Ekran,1700,Var,,"4 - 4,9 lt",,,,13.499,Runnatal,,,
LED Ekran,1500,Var,Var,"4 - 4,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,8.784,Cosori,,,
Isı Ayarı,1300,Var,Var,"3 - 3,9 lt",Tek,Yağsız_Airfryer,Mekanik,2.249,Karaca,,Metal,
Isı Ayarı,2500,Var,Yok,6 lt ve Üzeri,Çift,Yağlı,Mekanik,4.599,Üret,Gri,Metal,
Zamanlayıcı,1400,Var,Var,"4 - 4,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,2.599,Goldmaster,Siyah,Plastik,
LED Ekran,1500,Var,Var,"3 - 3,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,2.490,Xiaomi,Yeşil,Plastik,
Zamanlayıcı,1400,Var,Var,"4 - 4,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,5.999,Philips,,Plastik,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,4.004,Grundig,,Metal,
Çıkarılabilir Üst Kapak,1500,Var,Var,"3 - 3,9 lt",Tek,Yağsız_Airfryer,Mekanik,2.600,Schafer,,Plastik,
LED Ekran,1500,Yok,Var,"1 - 1,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,13.845,Tefal,Siyah,Plastik,
Çıkarılabilir Üst Kapak,1500,Yok,Yok,"2 - 2,9 lt",Tek,Yağlı,Mekanik,1.927,Stylelife,,Metal,
"Çıkarılabilir Üst Kapak, Isı Ayarı",1800,Var,Yok,"2 - 2,9 lt",Tek,Yağlı,Mekanik,3.499,Stilevs,,Plastik,
LED Ekran,2400,Var,,,,,,13.499,N8WERK,,,
Çıkarılabilir Üst Kapak,225,Var,,"5 - 5,9 lt",,,,2.278,Cwecom15,,,
LED Ekran,2225,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,13.999,Philips,,Metal,
Isı Ayarı,2400,Var,Var,6 lt ve Üzeri,Çift,Yağsız_Airfryer,Dokunmatik,3.599,Schafer,,Plastik,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,4.055,Schafer,,Plastik,
Isı Ayarı,1200,Var,Yok,"3 - 3,9 lt",Tek,Yağlı,Mekanik,2.310,Remta,,Metal,
Isı Ayarı,1200,Var,Yok,6 lt ve Üzeri,Çift,Yağlı,Mekanik,4.405,Remta,,Metal,
Zamanlayıcı,1800,Var,Var,"3 - 3,9 lt",Tek,Yağsız_Airfryer,Mekanik,2.687,Fakir,Beyaz,Plastik,
LED Ekran,1800,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,7.440,Onvo,Siyah,Plastik,
Isı Ayarı,1500,Var,Var,"3 - 3,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,3.239,Xiaomi,,Plastik,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,14.603,Philips,,Metal,
,1450,Var,,6 lt ve Üzeri,,,Dokunmatik,5.999,TEFAL,,Metal,
LED Ekran,1500,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,2.800,Fra,,Plastik,
Zamanlayıcı,1800,Var,Var,"3 - 3,9 lt",Tek,Yağsız_Airfryer,Mekanik,2.687,Fakir,Beyaz,Plastik,
,1500,Var,,"3 - 3,9 lt",,,,2.299,Vestel,,,
Isı Ayarı,2000,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,4.999,Fabcio,,Metal,
Isı Ayarı,1000,Var,Var,"0,9 lt ve Altı",Tek,Yağlı,Dokunmatik,8.499,Karaca,,Plastik,
Isı Ayarı,1300,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,3.899,Karaca,Siyah,Metal,
Isı Ayarı,1000,Var,Var,"5 - 5,9 lt",Tek,Yağlı,Dokunmatik,4.299,Karaca,,Metal,
Isı Ayarı,1650,Var,Var,"5 - 5,9 lt",Tek,Yağsız_Airfryer,,4.214,SC300,,Plastik,
LED Ekran,1500,Yok,Var,"4 - 4,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,1.899,Valletta,,Plastik,
LED Ekran,2225,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,18.999,Philips,,,
,1700,Var,,6 lt ve Üzeri,,,,11.999,Kenwood,,,
LED Ekran,2225,Var,Var,6 lt ve Üzeri,Tek,Yağsız_Airfryer,Dokunmatik,17.899,Philips,,Plastik,
LED Ekran,1800,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,2.599,Smartmi,,Plastik,
LED Ekran,2000,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,9.500,Philips,Gri,Metal,
LED Ekran,1500,Yok,Var,"5 - 5,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,4.150,Eratec,,,
LED Ekran,1400,Var,Var,"5 - 5,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,2.500,Kahramanlar,Siyah,Plastik,
LED Ekran,1600,Var,Var,"5 - 5,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,3.450,Silencare,,Plastik,
Isı Ayarı,1500,Var,Var,"3 - 3,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,3.365,Arçelik,,Plastik,
,1400,Var,,,,,,3.448,Coco,,,
Isı Ayarı,1500,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,3.099,Proscenic,Siyah,Plastik,
Isı Ayarı,5000,Var,Yok,6 lt ve Üzeri,Çift,Yağlı,Mekanik,5.981,Drn,Gri,Metal,
Isı Ayarı,5000,Var,Yok,6 lt ve Üzeri,Çift,Yağlı,Mekanik,7.075,Drn,Gri,Metal,
Çıkarılabilir Üst Kapak,1000,Var,,,,,,5.999,Arzum,,,
,1000,Var,,"2 - 2,9 lt",,,,3.421,Conti,,,
Zamanlayıcı,1150,Yok,,,,,,3.999,Wiami,,,
Zamanlayıcı,1500,Var,,"3 - 3,9 lt",,Yağsız_Airfryer,,3.599,Xiaomi,,,
LED Ekran,2000,Var,Var,,Tek,Yağsız_Airfryer,Dokunmatik,9.500,Philips,Gri,Metal,
Otomatik Kapanma,2700,Var,Var,6 lt ve Üzeri,Çift,Yağsız_Airfryer,Dokunmatik,10.199,Tefal,,,
LED Ekran,1500,Yok,Var,"5 - 5,9 lt",Tek,Yağsız_Airfryer,Dokunmatik,4.150,Eratec,,,
Isı Ayarı,1700,Var,Var,6 lt ve Üzeri,Çift,Yağsız_Airfryer,Dokunmatik,3.659,Blaupunkt,,Plastik,
,1050,Var,,"1 - 1,9 lt",,,,5.999,Cosori,,,
Isı Ayarı,1600,Var,Var,"4 - 4,9 lt",Tek,Yağsız_Airfryer,Mekanik,4.189,Xiaomi,,Plastik,
